x_axis_emp_AHI,a_RLH2_habit_weight,b_RLH2_alpha_action,c_RLH2_alpha_P,d_RLH2_alpha_N,e_RLH2_posbias
3.88,0.5797288846926361,0.101648618752898,1.0263135404760509e-5,0.00823758615037808,-0.00822732301497332
2.25,0.999970502557029,0.08769215254386757,7.264772042387565e-5,0.11277789496504786,-0.11270524724462398
3.67,0.9999674376219476,0.5885109674695539,3.0919781981319026e-5,0.8802377197059821,-0.8802067999240007
2.96,0.6383099497077936,0.19981668030448027,0.6912114724315507,0.05703039959313157,0.6341810728384191
1.67,0.9191453595531548,0.04952583003759247,0.34344085431869353,0.14999973108003006,0.19344112323866347
3.63,0.9994660268750538,0.06916650374783027,7.038853439646881e-4,0.02846616536113174,-0.027762280017167053
3.29,0.9998996758274774,0.2158788311059837,2.4205378000264783e-5,0.11787110247107334,-0.11784689709307307
3.17,0.6560390941856147,0.8193295573720617,5.300181508978507e-4,0.03835399880096152,-0.03782398065006367
1.58,0.9999843264266468,0.4935928999370447,1.3192302317464711e-11,0.04126879496843751,-0.04126879495524521
1.58,0.19306019838713964,0.7977345756932307,0.01190799787439286,0.00146000177734981,0.01044799609704305
3.5,0.6908644604951619,0.13391059703187555,0.405845288029208,0.3819626578924677,0.0238826301367403
3.96,0.6606704636295541,0.2315288391404382,1.233731719386792e-5,0.02417092750442126,-0.02415859018722739
3.08,0.9999999992372646,0.07200147068999586,0.9551327051242532,0.01129545616312019,0.943837248961133
3.58,0.9998915331960276,0.9423246552977804,2.7865262331739714e-5,0.6450567192361815,-0.6450288539738497
3.63,0.9999952014143998,0.04757376984288621,1.2395610952765474e-10,0.07465818423794672,-0.07465818411399061
3.96,0.9179840177853694,0.9999932332597452,0.1331378018896322,0.05047375132778503,0.08266405056184717
3.92,0.7964945998519262,0.1141383596897238,0.999996119935997,0.262576043428706,0.737420076507291
2,0.564892657222406,0.07617409017477009,0.9987448208645976,0.16623884801026512,0.8325059728543325
2.33,0.9999980179374032,0.08893707139638748,3.2295765541639532e-6,0.26124225680065444,-0.26123902722410025
2.33,5.928632291409092e-7,0.18725412750617532,0.00742400200746205,0.1106706711557167,-0.10324666914825466
2.46,0.3206803192168838,0.9650526828286924,0.00278556907063911,0.0642220842793823,-0.061436515208743187
2.54,0.06929281106527957,0.99999195960394,0.0930995910900174,0.00174570521093957,0.09135388587907783
2.88,0.9999944913678428,1.8881160695471575e-5,0.00174360197518983,0.5831932597995528,-0.581449657824363
1.71,0.999901418921361,0.6473674251889453,2.3948823764916477e-5,0.0812935223513401,-0.08126957352757519
2.46,0.6605117261705125,0.12445867154069364,0.03666710957621703,0.09977559567069852,-0.0631084860944815
1.79,0.5253836298871569,0.3827190386851443,1.7317561627979637e-4,0.02710163116602829,-0.026928455549748494
